goodreads_book_id,title,genres,authors,average_rating
1540,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)","['drama', 'mythology', 'classic', 'poetry', 'philosophy', 'historical', 'fantasy', 'historical-fiction', 'non-fiction']","['Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald']",[3.96]
1554,"Oedipus Rex  (The Theban Plays, #1)","['drama', 'mythology', 'classic-literature', 'poetry', 'historical', 'historical-fiction', 'fantasy', 'philosophy', 'adult-fiction', 'classic', 'psychology']","['Sophocles, J.E. Thomas']",[3.67]
1591,Lysistrata,"['drama', 'classic', 'humor', 'comedy', 'classic-literature', 'war', 'poetry', 'historical-fiction', 'philosophy', 'historical', 'adult-fiction', 'politics']","['Aristophanes, Sarah Ruden']",[3.84]
1617,Night (The Night Trilogy #1),"['non-fiction', 'historical', 'historical-fiction', 'classic', 'memoir', 'young-adult', 'biography', 'religion', 'war', 'classic-literature', 'horror', 'contemporary', 'philosophy']","['Elie Wiesel, Marion Wiesel']",[4.3]
1618,The Curious Incident of the Dog in the Night-Time,"['young-adult', 'mystery', 'classic', 'literary-fiction', 'psychology', 'adult-fiction', 'suspense', 'crime']",['Mark Haddon'],[3.85]
1622,A Midsummer Night's Dream,"['drama', 'classic', 'fantasy', 'romance', 'poetry', 'comedy', 'humor', 'classic-literature', 'historical', 'historical-fiction', 'adult-fiction', 'mythology', 'literary-fiction']","['William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey']",[3.94]
1624,West with the Night,"['non-fiction', 'memoir', 'biography', 'travel', 'adventure', 'historical', 'historical-fiction', 'classic']",['Beryl Markham'],[4.18]
1625,Twelfth Night,"['drama', 'classic', 'romance', 'poetry', 'comedy', 'humor', 'classic-literature', 'historical', 'historical-fiction', 'adult-fiction', 'fantasy']",['William Shakespeare'],[3.97]
1627,Brokeback Mountain,"['romance', 'western', 'contemporary', 'adult-fiction', 'drama', 'historical-fiction', 'literary-fiction', 'historical', 'classic']",['Annie Proulx'],[3.93]
1633,Getting Things Done: The Art of Stress-Free Productivity,"['non-fiction', 'business', 'self-help', 'psychology']",['David    Allen'],[3.98]
1635,Execution: The Discipline of Getting Things Done,"['business', 'non-fiction', 'self-help', 'psychology', 'economics']","['Larry Bossidy, Ram Charan, Charles Burck']",[3.83]
1715,Metamorphoses,"['poetry', 'mythology', 'classic', 'fantasy', 'classic-literature', 'philosophy', 'epic', 'historical', 'religion', 'historical-fiction', 'non-fiction']","['Ovid, David Raeburn, Denis Feeney']",[4.03]
1823,Them: Adventures with Extremists,"['non-fiction', 'politics', 'humor', 'sociology', 'religion', 'psychology', 'conspiracy', 'travel', 'biography', 'memoir', 'comedy', 'contemporary', 'crime', 'philosophy']",['Jon Ronson'],[3.94]
1824,The Men Who Stare at Goats,"['non-fiction', 'politics', 'military', 'psychology', 'humor', 'war', 'paranormal', 'science', 'conspiracy', 'historical', 'comedy', 'biography', 'sociology', 'contemporary', 'memoir']",['Jon Ronson'],[3.58]
1842,"Guns, Germs, and Steel: The Fates of Human Societies","['non-fiction', 'science', 'sociology', 'politics', 'war', 'economics', 'historical', 'military', 'business']",['Jared Diamond'],[4.0]
1845,Into the Wild,"['non-fiction', 'biography', 'adventure', 'travel', 'memoir', 'contemporary', 'philosophy', 'classic', 'young-adult']",['Jon Krakauer'],[3.94]
1846,Wild at Heart: Discovering the Secret of a Man's Soul,"['non-fiction', 'religion', 'spirituality', 'self-help', 'philosophy', 'psychology', 'family', 'adventure']",['John Eldredge'],[3.93]
1848,Wild Swans: Three Daughters of China,"['biography', 'non-fiction', 'historical', 'historical-fiction', 'memoir', 'politics', 'war', 'contemporary', 'travel']",['Jung Chang'],[4.23]
1849,"Wild Fire (John Corey, #4)","['mystery', 'suspense', 'thriller', 'crime', 'action', 'adventure', 'political-thriller', 'conspiracy', 'adult-fiction', 'suspense-thriller', 'crime-thriller', 'detective-fiction']",['Nelson DeMille'],[3.99]
1852,The Call of the Wild,"['classic', 'adventure', 'young-adult', 'historical-fiction', 'children', 'classic-literature', 'historical', 'literary-fiction', 'adult-fiction', 'fantasy', 'drama']",['Jack London'],[3.83]
1869,Nickel and Dimed: On (Not) Getting By in America,"['non-fiction', 'sociology', 'politics', 'memoir', 'biography', 'business', 'economics', 'contemporary', 'psychology']",['Barbara Ehrenreich'],[3.6]
1875,"The History of Sexuality, Volume 1: An Introduction","['non-fiction', 'sociology', 'psychology', 'philosophy', 'politics', 'literary-criticism', 'science']","['Michel Foucault, Robert Hurley']",[4.03]
1885,Pride and Prejudice,"['romance', 'classic', 'historical-fiction', 'historical', 'historical-romance', 'classic-literature', 'adult-fiction', 'literary-fiction', 'drama', 'young-adult']",['Jane Austen'],[4.24]
1897,Eiger Dreams: Ventures Among Men and Mountains,"['non-fiction', 'adventure', 'travel', 'sports', 'memoir', 'biography', 'contemporary']",['Jon Krakauer'],[3.97]
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,"['non-fiction', 'adventure', 'memoir', 'travel', 'biography', 'sports', 'thriller', 'suspense', 'contemporary']",['Jon Krakauer'],[4.11]
1911,The World Is Flat: A Brief History of the Twenty-first Century,"['non-fiction', 'business', 'economics', 'politics', 'sociology', 'science', 'philosophy', 'historical']",['Thomas L. Friedman'],[3.66]
1934,"Little Women (Little Women, #1)","['classic', 'young-adult', 'historical-fiction', 'romance', 'historical', 'children', 'classic-literature', 'family', 'drama', 'adult-fiction', 'literary-fiction']",['Louisa May Alcott'],[4.04]
1953,A Tale of Two Cities,"['classic', 'historical-fiction', 'historical', 'classic-literature', 'romance', 'adult-fiction', 'literary-fiction', 'drama', 'war', 'young-adult']","['Charles Dickens, Richard Maxwell, Hablot Knight Browne']",[3.81]
1990,Martin Chuzzlewit,"['classic', 'classic-literature', 'historical-fiction', 'literary-fiction', 'historical', 'adult-fiction', 'comedy', 'humor', 'romance']","['Charles Dickens, Patricia Ingham, Hablot Knight Browne']",[3.82]
2002,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,"['fantasy', 'young-adult', 'children', 'urban-fantasy', 'paranormal', 'young-adult-fiction', 'adventure', 'humor', 'science-fiction']",['J.K. Rowling'],[4.4]
2049,"The High Window (Philip Marlowe, #3)","['mystery', 'crime', 'thriller', 'detective-fiction', 'classic', 'literary-fiction', 'suspense', 'crime-thriller', 'adult-fiction']",['Raymond Chandler'],[4.08]
2050,"Farewell, My Lovely (Philip Marlowe, #2)","['mystery', 'thriller', 'classic', 'detective-fiction', 'crime', 'suspense', 'crime-thriller', 'historical', 'literary-fiction']",['Raymond Chandler'],[4.17]
2052,"The Big Sleep (Philip Marlowe, #1)","['classic', 'thriller', 'detective-fiction', 'suspense', 'adult-fiction', 'crime-thriller', 'historical', 'mystery']",['Raymond Chandler'],[4.04]
2054,"The Long Goodbye (Philip Marlowe, #6)","['mystery', 'crime', 'thriller', 'classic', 'detective-fiction', 'suspense', 'crime-thriller', 'adult-fiction', 'literary-fiction']",['Raymond Chandler'],[4.23]
2067,Breaking the Spell: Religion as a Natural Phenomenon,"['philosophy', 'religion', 'non-fiction', 'science', 'psychology', 'sociology', 'spirituality']",['Daniel C. Dennett'],[3.89]
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,"['science', 'philosophy', 'non-fiction', 'religion', 'psychology']",['Daniel C. Dennett'],[4.03]
2094,A Briefer History of Time,"['non-fiction', 'science', 'philosophy']","['Stephen Hawking, Leonard Mlodinow']",[4.19]
2095,The Universe in a Nutshell,"['science', 'non-fiction', 'philosophy', 'science-fiction']",['Stephen Hawking'],[4.13]
2122,The Fountainhead,"['philosophy', 'classic', 'politics', 'literary-fiction', 'classic-literature', 'adult-fiction', 'contemporary', 'romance', 'dystopian', 'economics', 'science-fiction', 'drama', 'business', 'non-fiction', 'historical-fiction']","['Ayn Rand, Leonard Peikoff']",[3.85]
2137,A Home at the End of the World,"['romance', 'contemporary', 'literary-fiction', 'adult-fiction', 'family', 'drama', 'young-adult']",['Michael Cunningham'],[3.89]
2142,Blink,"['suspense', 'adventure', 'romance', 'science-fiction', 'thriller', 'paranormal', 'adult-fiction', 'contemporary', 'religion', 'suspense-thriller', 'young-adult', 'mystery', 'action', 'non-fiction', 'fantasy', 'drama', 'horror']",['Ted Dekker'],[4.17]
2152,The Jane Austen Book Club,"['romance', 'contemporary', 'adult-fiction', 'drama', 'literary-fiction', 'humor']",['Karen Joy Fowler'],[3.07]
2156,Persuasion,"['romance', 'classic', 'historical-fiction', 'historical', 'classic-literature', 'historical-romance', 'adult-fiction', 'literary-fiction', 'drama']","['Jane Austen, James Kinsley, Deidre Shauna Lynch']",[4.13]
2159,Confessions of an Economic Hit Man,"['non-fiction', 'economics', 'politics', 'biography', 'business', 'memoir', 'conspiracy', 'sociology', 'crime']",['John Perkins'],[3.83]
2165,The Old Man and the Sea,"['classic', 'adventure', 'classic-literature', 'literary-fiction', 'adult-fiction', 'historical-fiction', 'drama', 'young-adult']",['Ernest Hemingway'],[3.73]
2175,Madame Bovary,"['classic', 'romance', 'historical-fiction', 'classic-literature', 'historical', 'literary-fiction', 'drama', 'adult-fiction']","['Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall']",[3.64]
2183,Sentimental Education,"['classic', 'romance', 'literary-fiction', 'historical-fiction', 'contemporary', 'historical', 'classic-literature']","['Gustave Flaubert, Robert Baldick, Geoffrey Wall']",[3.83]
2187,Middlesex,"['historical-fiction', 'contemporary', 'literary-fiction', 'adult-fiction', 'historical', 'family', 'drama']",['Jeffrey Eugenides'],[3.98]
2199,Team of Rivals: The Political Genius of Abraham Lincoln,"['non-fiction', 'biography', 'politics', 'historical', 'war', 'business', 'historical-fiction']","['Doris Kearns Goodwin, Suzanne Toren']",[4.3]
2203,John Adams,"['biography', 'non-fiction', 'politics', 'historical', 'war', 'historical-fiction']",['David McCullough'],[4.05]
2255,Way of the Peaceful Warrior: A Book That Changes Lives,"['spirituality', 'philosophy', 'self-help', 'non-fiction', 'psychology', 'biography', 'memoir', 'religion', 'fantasy', 'business', 'sports', 'contemporary']",['Dan Millman'],[4.13]
2265,It's Not About the Bike: My Journey Back to Life,"['sports', 'non-fiction', 'biography', 'health', 'memoir', 'adventure', 'self-help']","['Lance Armstrong, Sally Jenkins']",[3.72]
2279,Truman,"['biography', 'non-fiction', 'politics', 'historical', 'war']",['David McCullough'],[4.15]
2368,Mornings on Horseback,"['biography', 'non-fiction', 'politics', 'historical', 'memoir']",['David McCullough'],[4.1]
2371,The Johnstown Flood,"['non-fiction', 'historical-fiction', 'historical', 'science']",['David McCullough'],[4.11]
2372,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914","['non-fiction', 'historical', 'travel', 'business', 'politics', 'science', 'biography', 'adventure', 'historical-fiction', 'economics']",['David McCullough'],[4.19]
2373,"The Bone Collector (Lincoln Rhyme, #1)","['mystery', 'thriller', 'crime', 'suspense', 'horror', 'crime-thriller', 'suspense-thriller', 'contemporary', 'adult-fiction', 'action']",['Jeffery Deaver'],[4.18]
2430,The List,"['mystery', 'thriller', 'legal-thriller', 'suspense', 'crime', 'adventure', 'contemporary', 'adult-fiction', 'action']",['Steve Martini'],[3.95]
2442,"Witches Abroad (Discworld, #12; Witches #3)","['fantasy', 'humor', 'comedy', 'science-fiction', 'adventure', 'speculative-fiction', 'young-adult', 'adult-fiction', 'science', 'fairy-tale']",['Terry Pratchett'],[4.2]
2493,The Time Machine,"['science-fiction', 'classic', 'fantasy', 'adventure', 'dystopian', 'steampunk', 'classic-literature', 'speculative-fiction', 'science', 'adult-fiction', 'historical', 'horror', 'young-adult', 'historical-fiction', 'travel']","['H.G. Wells, Greg Bear, Carlo Pagetti']",[3.87]
2517,My Name is Red,"['historical-fiction', 'mystery', 'historical', 'contemporary', 'literary-fiction', 'crime', 'religion', 'philosophy', 'thriller', 'magical-realism', 'classic']","['Orhan Pamuk, Erdağ M. Göknar']",[3.83]
2526,Blindness,"['science-fiction', 'dystopian', 'horror', 'contemporary', 'literary-fiction', 'adult-fiction', 'magical-realism', 'fantasy', 'speculative-fiction', 'classic', 'thriller', 'drama', 'philosophy', 'mystery']","['José Saramago, Giovanni Pontiero']",[4.08]
2528,All the Names,"['magical-realism', 'literary-fiction', 'contemporary', 'romance', 'fantasy']","['José Saramago, Margaret Jull Costa']",[3.88]
2530,Baltasar and Blimunda,"['historical-fiction', 'romance', 'historical', 'magical-realism', 'contemporary', 'fantasy', 'classic', 'religion', 'literary-fiction', 'historical-romance']","['José Saramago, Giovanni Pontiero']",[3.9]
2547,The Prophet,"['poetry', 'philosophy', 'spirituality', 'religion', 'non-fiction', 'classic', 'self-help', 'classic-literature', 'psychology']",['Kahlil Gibran'],[4.22]
2612,The Tipping Point: How Little Things Can Make a Big Difference,"['non-fiction', 'business', 'psychology', 'sociology', 'science', 'economics', 'self-help', 'philosophy', 'politics']",['Malcolm Gladwell'],[3.92]
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),"['business', 'non-fiction', 'economics', 'self-help', 'psychology', 'science']",['Clayton M. Christensen'],[4.0]
2623,Great Expectations,"['classic', 'historical-fiction', 'classic-literature', 'historical', 'romance', 'adult-fiction', 'literary-fiction', 'drama', 'young-adult']",['Charles Dickens'],[3.75]
2657,To Kill a Mockingbird,"['classic', 'historical-fiction', 'young-adult', 'historical', 'classic-literature', 'adult-fiction', 'literary-fiction', 'drama', 'crime', 'family', 'contemporary', 'mystery']",['Harper Lee'],[4.25]
2666,The Bonfire of the Vanities,"['contemporary', 'literary-fiction', 'humor', 'classic', 'drama', 'adult-fiction', 'crime', 'politics', 'historical-fiction', 'business', 'thriller', 'comedy']",['Tom Wolfe'],[3.81]
2677,A Modest Proposal and Other Satirical Works,"['humor', 'classic', 'non-fiction', 'philosophy', 'politics', 'classic-literature', 'historical', 'literary-fiction', 'comedy', 'historical-fiction', 'anthology', 'economics', 'adult-fiction', 'poetry']",['Jonathan Swift'],[4.04]
2696,The Canterbury Tales,"['poetry', 'classic', 'historical-fiction', 'classic-literature', 'historical', 'humor', 'adult-fiction', 'fantasy', 'literary-fiction', 'religion', 'adventure', 'comedy', 'anthology']","['Geoffrey Chaucer, Nevill Coghill']",[3.48]
2715,Salt: A World History,"['non-fiction', 'science', 'historical', 'economics', 'business', 'politics', 'travel', 'health', 'sociology']",['Mark Kurlansky'],[3.73]
2743,The Lost Boy (Dave Pelzer #2),"['non-fiction', 'biography', 'memoir', 'psychology', 'young-adult', 'family', 'drama', 'self-help', 'children', 'contemporary', 'sociology', 'true-crime', 'crime']",['Dave Pelzer'],[4.08]
2744,Anansi Boys,"['fantasy', 'urban-fantasy', 'mythology', 'humor', 'science-fiction', 'contemporary', 'magical-realism', 'adult-fiction', 'adventure', 'speculative-fiction', 'paranormal', 'comedy', 'young-adult', 'horror', 'folklore', 'family', 'dark-fantasy']",['Neil Gaiman'],[4.0]
2748,Microserfs,"['humor', 'contemporary', 'literary-fiction', 'non-fiction', 'comedy', 'business', 'adult-fiction', 'science-fiction', 'epistolary']",['Douglas Coupland'],[3.88]
2767,A People's History of the United States,"['non-fiction', 'politics', 'historical', 'sociology', 'war', 'economics', 'science', 'philosophy', 'classic']",['Howard Zinn'],[4.07]
2784,Ways of Seeing,"['non-fiction', 'philosophy', 'psychology', 'politics', 'science']",['John Berger'],[3.75]
2794,The Crying of Lot 49,"['mystery', 'contemporary', 'literary-fiction', 'classic', 'humor', 'adult-fiction', 'conspiracy', 'classic-literature', 'science-fiction', 'comedy']",['Thomas Pynchon'],[3.7]
2839,Bridge to Terabithia,"['young-adult', 'fantasy', 'children', 'classic', 'adventure', 'contemporary', 'young-adult-fiction', 'drama']",['Katherine Paterson'],[3.98]
2865,Girl with a Pearl Earring,"['historical-fiction', 'historical', 'romance', 'adult-fiction', 'classic', 'contemporary', 'literary-fiction', 'drama', 'young-adult', 'historical-romance']",['Tracy Chevalier'],[3.85]
2872,Falling Angels,"['historical-fiction', 'historical', 'adult-fiction', 'drama', 'romance', 'contemporary', 'literary-fiction', 'family']",['Tracy Chevalier'],[3.55]
2873,The Virgin Blue,"['historical-fiction', 'historical', 'mystery', 'romance', 'adult-fiction', 'religion', 'contemporary', 'literary-fiction', 'drama', 'historical-romance', 'fantasy', 'family']",['Tracy Chevalier'],[3.65]
